Date,Time (GMT),Verified (ft)
10/5/1985,18:00,1.97
10/5/1985,19:00,1.41
10/5/1985,20:00,0.69
10/5/1985,21:00,-0.29
10/5/1985,22:00,-0.83
10/5/1985,23:00,-1.16
10/6/1985,0:00,-1.28
10/6/1985,1:00,-1.1
10/6/1985,2:00,-0.56
10/6/1985,3:00,0.09
10/6/1985,4:00,0.72
10/6/1985,5:00,0.91
10/6/1985,6:00,0.91
10/6/1985,7:00,0.63
10/6/1985,8:00,0.08
10/6/1985,9:00,-0.54
10/6/1985,10:00,-1.1
10/6/1985,11:00,-1.38
10/6/1985,12:00,-1.49
10/6/1985,13:00,-1.08
10/6/1985,14:00,-0.45
10/6/1985,15:00,0.24
10/6/1985,16:00,0.83
10/6/1985,17:00,1.44
10/6/1985,18:00,1.62
10/6/1985,19:00,1.43
10/6/1985,20:00,0.92
10/6/1985,21:00,0.26
10/6/1985,22:00,-0.39
10/6/1985,23:00,-1.14
10/7/1985,0:00,-1.65
10/7/1985,1:00,-1.77
10/7/1985,2:00,-1.67
10/7/1985,3:00,-1.21
10/7/1985,4:00,-0.67
10/7/1985,5:00,-0.23
10/7/1985,6:00,0
10/7/1985,7:00,0.11
10/7/1985,8:00,-0.01
10/7/1985,9:00,-0.39
10/7/1985,10:00,-1
10/7/1985,11:00,-1.57
10/7/1985,12:00,-1.84
10/7/1985,13:00,-1.79
10/7/1985,14:00,-1.37
10/7/1985,15:00,-0.82
10/7/1985,16:00,-0.09
10/7/1985,17:00,0.64
10/7/1985,18:00,1.15
10/7/1985,19:00,1.33
10/7/1985,20:00,1.21
10/7/1985,21:00,0.7
10/7/1985,22:00,0.11
10/7/1985,23:00,-0.59
10/8/1985,0:00,-1.26
10/8/1985,1:00,-1.73
10/8/1985,2:00,-1.83
10/8/1985,3:00,-1.65
10/8/1985,4:00,-1.19
10/8/1985,5:00,-0.66
10/8/1985,6:00,-0.2
10/8/1985,7:00,0.13
10/8/1985,8:00,0.26
10/8/1985,9:00,0.15
10/8/1985,10:00,-0.24
10/8/1985,11:00,-0.85
10/8/1985,12:00,-1.42
10/8/1985,13:00,-1.7
10/8/1985,14:00,-1.63
10/8/1985,15:00,-1.4
10/8/1985,16:00,-0.85
10/8/1985,17:00,-0.11
10/8/1985,18:00,0.52
10/8/1985,19:00,1.07
10/8/1985,20:00,1.35
10/8/1985,21:00,1.16
10/8/1985,22:00,0.77
